# Id,Group Id,Surface
1300,14,hard_tiles_large_space
1301,2,hard_tiles_large_space
1302,17,carpet
1303,26,soft_pvc
1304,16,tiled
1305,23,hard_tiles_large_space
1306,3,soft_pvc
1307,19,soft_pvc
1308,21,carpet
1309,34,soft_pvc
1310,12,hard_tiles
1311,3,soft_pvc
1312,34,soft_pvc
1313,35,soft_tiles
1314,4,carpet
1315,31,hard_tiles
1316,21,carpet
1317,31,hard_tiles
1318,35,soft_tiles
1319,3,soft_pvc
1320,12,hard_tiles
1321,31,hard_tiles
1322,19,soft_pvc
1323,15,carpet
1324,21,carpet
1325,18,soft_pvc
1326,11,fine_concrete
1327,4,carpet
1328,0,hard_tiles
1329,18,soft_pvc
1330,20,hard_tiles
1331,9,carpet
1332,19,soft_pvc
1333,14,hard_tiles_large_space
1334,31,hard_tiles
1335,15,carpet
1336,33,tiled
1337,4,carpet
1338,35,soft_tiles
1339,26,soft_pvc
1340,14,hard_tiles_large_space
1341,8,fine_concrete
1342,4,carpet
1343,33,tiled
1344,29,soft_pvc
1345,12,hard_tiles
1346,25,concrete
1347,2,hard_tiles_large_space
1348,16,tiled
1349,11,fine_concrete
1350,6,soft_pvc
1351,18,soft_pvc
1352,26,soft_pvc
1353,33,tiled
1354,7,concrete
1355,34,soft_pvc
1356,32,hard_tiles
1357,9,carpet
1358,10,hard_tiles_large_space
1359,18,soft_pvc
1360,8,fine_concrete
1361,10,hard_tiles_large_space
1362,4,carpet
1363,14,hard_tiles_large_space
1364,25,concrete
1365,12,hard_tiles
1366,19,soft_pvc
1367,7,concrete
1368,33,tiled
1369,15,carpet
1370,28,fine_concrete
1371,8,fine_concrete
1372,12,hard_tiles
1373,15,carpet
1374,20,hard_tiles
1375,4,carpet
1376,21,carpet
1377,11,fine_concrete
1378,9,carpet
1379,7,concrete
1380,15,carpet
1381,1,fine_concrete
1382,23,hard_tiles_large_space
1383,23,hard_tiles_large_space
1384,28,fine_concrete
1385,31,hard_tiles
1386,18,soft_pvc
1387,29,soft_pvc
1388,21,carpet
1389,29,soft_pvc
1390,33,tiled
1391,13,soft_tiles
1392,20,hard_tiles
1393,7,concrete
1394,5,hard_tiles
1395,13,soft_tiles
1396,4,carpet
1397,7,concrete
1398,23,hard_tiles_large_space
1399,27,wood
1400,16,tiled
1401,22,carpet
1402,5,hard_tiles
1403,33,tiled
1404,34,soft_pvc
1405,16,tiled
1406,21,carpet
1407,12,hard_tiles
1408,26,soft_pvc
1409,21,carpet
1410,8,fine_concrete
1411,10,hard_tiles_large_space
1412,17,carpet
1413,8,fine_concrete
1414,34,soft_pvc
1415,12,hard_tiles
1416,11,fine_concrete
1417,6,soft_pvc
1418,20,hard_tiles
1419,19,soft_pvc
1420,0,hard_tiles
1421,7,concrete
1422,31,hard_tiles
1423,6,soft_pvc
1424,32,hard_tiles
1425,3,soft_pvc
1426,0,hard_tiles
1427,7,concrete
1428,30,soft_tiles
1429,11,fine_concrete
1430,15,carpet
1431,7,concrete
1432,8,fine_concrete
1433,33,tiled
1434,29,soft_pvc
1435,18,soft_pvc
1436,0,hard_tiles
1437,18,soft_pvc
1438,34,soft_pvc
1439,15,carpet
1440,23,hard_tiles_large_space
1441,13,soft_tiles
1442,33,tiled
1443,28,fine_concrete
1444,29,soft_pvc
1445,29,soft_pvc
1446,34,soft_pvc
1447,16,tiled
1448,6,soft_pvc
1449,26,soft_pvc
1450,3,soft_pvc
1451,19,soft_pvc
1452,10,hard_tiles_large_space
1453,0,hard_tiles
1454,27,wood
1455,27,wood
1456,10,hard_tiles_large_space
1457,12,hard_tiles
1458,8,fine_concrete
1459,20,hard_tiles
1460,20,hard_tiles
1461,21,carpet
1462,7,concrete
1463,3,soft_pvc
1464,23,hard_tiles_large_space
1465,35,soft_tiles
1466,15,carpet
1467,34,soft_pvc
1468,21,carpet
1469,23,hard_tiles_large_space
1470,8,fine_concrete
1471,32,hard_tiles
1472,19,soft_pvc
1473,20,hard_tiles
1474,9,carpet
1475,11,fine_concrete
1476,6,soft_pvc
1477,19,soft_pvc
1478,3,soft_pvc
1479,0,hard_tiles
1480,26,soft_pvc
1481,14,hard_tiles_large_space
1482,14,hard_tiles_large_space
1483,12,hard_tiles
1484,3,soft_pvc
1485,13,soft_tiles
1486,31,hard_tiles
1487,9,carpet
1488,6,soft_pvc
1489,29,soft_pvc
1490,22,carpet
1491,4,carpet
1492,29,soft_pvc
1493,34,soft_pvc
1494,6,soft_pvc
1495,6,soft_pvc
1496,13,soft_tiles
1497,9,carpet
1498,22,carpet
1499,23,hard_tiles_large_space
1500,21,carpet
1501,14,hard_tiles_large_space
1502,14,hard_tiles_large_space
1503,9,carpet
1504,3,soft_pvc
1505,7,concrete
1506,35,soft_tiles
1507,35,soft_tiles
1508,14,hard_tiles_large_space
1509,7,concrete
1510,32,hard_tiles
1511,11,fine_concrete
1512,18,soft_pvc
1513,29,soft_pvc
1514,11,fine_concrete
1515,26,soft_pvc
1516,6,soft_pvc
1517,4,carpet
1518,0,hard_tiles
1519,12,hard_tiles
1520,28,fine_concrete
1521,21,carpet
1522,13,soft_tiles
1523,35,soft_tiles
1524,0,hard_tiles
1525,11,fine_concrete
1526,28,fine_concrete
1527,8,fine_concrete
1528,33,tiled
1529,9,carpet
1530,4,carpet
1531,11,fine_concrete
1532,22,carpet
1533,13,soft_tiles
1534,8,fine_concrete
1535,32,hard_tiles
1536,21,carpet
1537,13,soft_tiles
1538,15,carpet
1539,10,hard_tiles_large_space
1540,32,hard_tiles
1541,3,soft_pvc
1542,20,hard_tiles
1543,3,soft_pvc
1544,19,soft_pvc
1545,3,soft_pvc
1546,18,soft_pvc
1547,22,carpet
1548,14,hard_tiles_large_space
1549,4,carpet
1550,13,soft_tiles
1551,9,carpet
1552,34,soft_pvc
1553,22,carpet
1554,18,soft_pvc
1555,33,tiled
1556,8,fine_concrete
1557,26,soft_pvc
1558,29,soft_pvc
1559,26,soft_pvc
1560,35,soft_tiles
1561,19,soft_pvc
1562,29,soft_pvc
1563,3,soft_pvc
1564,1,fine_concrete
1565,15,carpet
1566,13,soft_tiles
1567,28,fine_concrete
1568,21,carpet
1569,3,soft_pvc
1570,19,soft_pvc
1571,0,hard_tiles
1572,32,hard_tiles
1573,23,hard_tiles_large_space
1574,25,concrete
1575,31,hard_tiles
1576,14,hard_tiles_large_space
1577,29,soft_pvc
1578,31,hard_tiles
1579,16,tiled
1580,13,soft_tiles
1581,8,fine_concrete
1582,9,carpet
1583,25,concrete
1584,20,hard_tiles
1585,21,carpet
1586,16,tiled
1587,18,soft_pvc
1588,21,carpet
1589,22,carpet
1590,0,hard_tiles
1591,7,concrete
1592,15,carpet
1593,29,soft_pvc
1594,7,concrete
1595,10,hard_tiles_large_space
1596,20,hard_tiles
1597,1,fine_concrete
1598,18,soft_pvc
1599,35,soft_tiles
1600,33,tiled
1601,4,carpet
1602,26,soft_pvc
1603,31,hard_tiles
1604,11,fine_concrete
1605,18,soft_pvc
1606,23,hard_tiles_large_space
1607,20,hard_tiles
1608,13,soft_tiles
1609,16,tiled
1610,27,wood
1611,21,carpet
1612,28,fine_concrete
1613,19,soft_pvc
1614,33,tiled
1615,10,hard_tiles_large_space
1616,8,fine_concrete
1617,18,soft_pvc
1618,32,hard_tiles
1619,22,carpet
1620,31,hard_tiles
1621,24,hard_tiles_large_space
1622,4,carpet
1623,25,concrete
1624,9,carpet
1625,13,soft_tiles
1626,34,soft_pvc
1627,4,carpet
1628,25,concrete
1629,25,concrete
1630,32,hard_tiles
1631,11,fine_concrete
1632,11,fine_concrete
1633,0,hard_tiles
1634,23,hard_tiles_large_space
1635,2,hard_tiles_large_space
1636,14,hard_tiles_large_space
1637,3,soft_pvc
1638,31,hard_tiles
1639,29,soft_pvc
1640,17,carpet
1641,26,soft_pvc
1642,33,tiled
1643,9,carpet
1644,24,hard_tiles_large_space
1645,0,hard_tiles
1646,11,fine_concrete
1647,29,soft_pvc
1648,11,fine_concrete
1649,33,tiled
1650,14,hard_tiles_large_space
1651,21,carpet
1652,11,fine_concrete
1653,15,carpet
1654,7,concrete
1655,23,hard_tiles_large_space
1656,35,soft_tiles
1657,33,tiled
1658,6,soft_pvc
1659,0,hard_tiles
1660,14,hard_tiles_large_space
1661,20,hard_tiles
1662,35,soft_tiles
1663,32,hard_tiles
1664,12,hard_tiles
1665,3,soft_pvc
1666,18,soft_pvc
1667,32,hard_tiles
1668,31,hard_tiles
1669,7,concrete
1670,13,soft_tiles
1671,27,wood
1672,8,fine_concrete
1673,34,soft_pvc
1674,23,hard_tiles_large_space
1675,4,carpet
1676,4,carpet
1677,4,carpet
1678,14,hard_tiles_large_space
1679,24,hard_tiles_large_space
1680,9,carpet
1681,15,carpet
1682,4,carpet
1683,22,carpet
1684,23,hard_tiles_large_space
1685,12,hard_tiles
1686,12,hard_tiles
1687,19,soft_pvc
1688,26,soft_pvc
1689,23,hard_tiles_large_space
1690,35,soft_tiles
1691,12,hard_tiles
1692,14,hard_tiles_large_space
1693,10,hard_tiles_large_space
1694,35,soft_tiles
1695,21,carpet
1696,22,carpet
1697,12,hard_tiles
1698,3,soft_pvc
1699,16,tiled
1700,22,carpet
1701,25,concrete
1702,8,fine_concrete
