# Id,Surface
1576,hard_tiles_large_space
1577,soft_pvc
1578,hard_tiles
1579,tiled
1580,soft_tiles
1581,fine_concrete
1582,carpet
1583,concrete
1584,hard_tiles
1585,carpet
1586,tiled
1587,soft_pvc
1588,carpet
1589,carpet
1590,hard_tiles
1591,concrete
1592,carpet
1593,soft_pvc
1594,concrete
1595,hard_tiles_large_space
1596,hard_tiles
1597,fine_concrete
1598,soft_pvc
1599,soft_tiles
1600,tiled
1601,carpet
1602,soft_pvc
1603,hard_tiles
1604,fine_concrete
1605,soft_pvc
1606,hard_tiles_large_space
1607,hard_tiles
1608,soft_tiles
1609,tiled
1610,wood
1611,carpet
1612,fine_concrete
1613,soft_pvc
1614,tiled
1615,hard_tiles_large_space
1616,fine_concrete
1617,soft_pvc
1618,hard_tiles
1619,carpet
1620,hard_tiles
1621,hard_tiles_large_space
1622,carpet
1623,concrete
1624,carpet
1625,soft_tiles
1626,soft_pvc
1627,carpet
1628,concrete
1629,concrete
1630,hard_tiles
1631,fine_concrete
1632,fine_concrete
1633,hard_tiles
1634,hard_tiles_large_space
1635,hard_tiles_large_space
1636,hard_tiles_large_space
1637,soft_pvc
1638,hard_tiles
1639,soft_pvc
1640,carpet
1641,soft_pvc
1642,tiled
1643,carpet
1644,hard_tiles_large_space
1645,hard_tiles
1646,fine_concrete
1647,soft_pvc
1648,fine_concrete
1649,tiled
1650,hard_tiles_large_space
1651,carpet
1652,fine_concrete
1653,carpet
1654,concrete
1655,hard_tiles_large_space
1656,soft_tiles
1657,tiled
1658,soft_pvc
1659,hard_tiles
1660,hard_tiles_large_space
1661,hard_tiles
1662,soft_tiles
1663,hard_tiles
1664,hard_tiles
1665,soft_pvc
1666,soft_pvc
1667,hard_tiles
1668,hard_tiles
1669,concrete
1670,soft_tiles
1671,wood
1672,fine_concrete
1673,soft_pvc
1674,hard_tiles_large_space
1675,carpet
1676,carpet
1677,carpet
1678,hard_tiles_large_space
1679,hard_tiles_large_space
1680,carpet
1681,carpet
1682,carpet
1683,carpet
1684,hard_tiles_large_space
1685,hard_tiles
1686,hard_tiles
1687,soft_pvc
1688,soft_pvc
1689,hard_tiles_large_space
1690,soft_tiles
1691,hard_tiles
1692,hard_tiles_large_space
1693,hard_tiles_large_space
1694,soft_tiles
1695,carpet
1696,carpet
1697,hard_tiles
1698,soft_pvc
1699,tiled
1700,carpet
1701,concrete
1702,fine_concrete
